Column Name,NA,File,Corrected?,Additional Notes
PUIAgeAvrg,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUIAgeRange,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Average Age of Cases,TRUE,../../../covid19-data/FL/data/dataV1.csv,No,Unavailable raw data
Range Age of Cases,TRUE,../../../covid19-data/FL/data/dataV1.csv,No,Unavailable raw data
Total Cases: All Residents,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Deaths: Non-Florida Resident tested in FL,TRUE,../../../covid19-data/FL/data/dataV1.csv,No,Value of zero
PUIFemale,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUIMale,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUISexUnkn,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUIFLRes,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUINotFLRes,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUIFLResOut,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUITravelNo,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUITravelUnkn,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUITravelYes,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: No ED Visit,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Unknown ED Visit,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Yes ED Visit,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Not Hospitalized,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Unknown Hospitalized,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Hospitalized,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Deaths: Florida Resident tested in FL,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUILab_Yes,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Tested: Positive,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Tested: Incoming Tests,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Tested: Pending Results,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUIContNo,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUIContUnkn,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
PUIContYes,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Female,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Florida Resident tested in FL,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Non-Florida Resident in FL,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Cases: Florida Resident tested outside FL,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
"Total Tested: Negative, Non-FL Residents",FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Tested,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Tested: Negative,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Tested: Positive,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Total Deaths,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
EverMon,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
MonNow,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
Scrape Time,FALSE,../../../covid19-data/FL/data/dataV1.csv,,
County Number,TRUE,../../../covid19-data/FL/data/zipdata.csv,No,Unavailable raw data
County Name,FALSE,../../../covid19-data/FL/data/zipdata.csv,,
Zip Code,TRUE,../../../covid19-data/FL/data/zipdata.csv,No,Unavailable raw data
City Name,TRUE,../../../covid19-data/FL/data/zipdata.csv,No,Unavailable raw data
Total Cases,TRUE,../../../covid19-data/FL/data/zipdata.csv,No,Unavailable raw data
Scrape Time,FALSE,../../../covid19-data/FL/data/zipdata.csv,,
State Name,FALSE,../../../covid19-data/GA/data/data.csv,,
State,FALSE,../../../covid19-data/GA/data/data.csv,,
Report Date,FALSE,../../../covid19-data/GA/data/data.csv,,
Total Hospitalized,TRUE,../../../covid19-data/GA/data/data.csv,Some,
Total Deaths,FALSE,../../../covid19-data/GA/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/GA/data/data.csv,,
Total Tested,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Age [0-17],FALSE,../../../covid19-data/GA/data/data.csv,,
# Cases Age [18-59],FALSE,../../../covid19-data/GA/data/data.csv,,
# Cases Age [60+],FALSE,../../../covid19-data/GA/data/data.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/GA/data/data.csv,,
Total Cases: Female,TRUE,../../../covid19-data/GA/data/data.csv,Some,
Total Cases: Unknown Sex,TRUE,../../../covid19-data/GA/data/data.csv,Some,
Total Cases: Male,TRUE,../../../covid19-data/GA/data/data.csv,Some,
# Cases Race/Ethnicity: American Indian/Native American ,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Asian,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Black Or African American,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Native Hawaiian/Pacific Islander,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Other,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Unknown,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: White,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Hispanic/Latino,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Non-Hispanic/Latino,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Cases Race/ Ethnicity: Unknown,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: American Indian/Native American,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Asian,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Black Or African American,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Native Hawaiian/Pacific Islander,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Other,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Unknown,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: White,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Hispanic/Latino,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Non-Hispanic/Latino,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Unknown,TRUE,../../../covid19-data/GA/data/data.csv,No,Unavailable raw data
Scrape Time,FALSE,../../../covid19-data/GA/data/data.csv,,
State Name,FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
State,FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
Report Date,FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
# Cases Age [0-17],FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
# Cases Age [18-59],FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
# Cases Age [60+],FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
Total Cases: Female,FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
Total Cases: Male,FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
Total Hospitalized,TRUE,../../../covid19-data/GA/data/data_thru_3-30.csv,Some,
Total Deaths,TRUE,../../../covid19-data/GA/data/data_thru_3-30.csv,Some,
Total Cases,FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
Total Tested,TRUE,../../../covid19-data/GA/data/data_thru_3-30.csv,No,Unavailable raw data
Scrape Time,FALSE,../../../covid19-data/GA/data/data_thru_3-30.csv,,
Total Cases,FALSE,../../../covid19-data/IA/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/IA/data/data.csv,,
Total Cases: Female,FALSE,../../../covid19-data/IA/data/data.csv,,
# Cases Age [0-17],FALSE,../../../covid19-data/IA/data/data.csv,,
# Cases Age [18-40],FALSE,../../../covid19-data/IA/data/data.csv,,
# Cases Age [41-60],FALSE,../../../covid19-data/IA/data/data.csv,,
# Cases Age [61-80],FALSE,../../../covid19-data/IA/data/data.csv,,
# Cases Age [81+],FALSE,../../../covid19-data/IA/data/data.csv,,
Currently Hospitalized,FALSE,../../../covid19-data/IA/data/data.csv,,
Total Discharged/Recovering,FALSE,../../../covid19-data/IA/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/IA/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/IA/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/IA/data/data_V1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/IA/data/data_V1.csv,,
Total Cases: Female,FALSE,../../../covid19-data/IA/data/data_V1.csv,,
# Cases Age [0-17],FALSE,../../../covid19-data/IA/data/data_V1.csv,,
# Cases Age [18-40],FALSE,../../../covid19-data/IA/data/data_V1.csv,,
# Cases Age [41-60],FALSE,../../../covid19-data/IA/data/data_V1.csv,,
# Cases Age [61-80],FALSE,../../../covid19-data/IA/data/data_V1.csv,,
# Cases Age [81+],FALSE,../../../covid19-data/IA/data/data_V1.csv,,
Currently Hospitalized,FALSE,../../../covid19-data/IA/data/data_V1.csv,,
Never Hospitalized,FALSE,../../../covid19-data/IA/data/data_V1.csv,,
Total Discharged/Recovering,FALSE,../../../covid19-data/IA/data/data_V1.csv,,
Total Deaths,FALSE,../../../covid19-data/IA/data/data_V1.csv,,
Scrape Time,FALSE,../../../covid19-data/IA/data/data_V1.csv,,
# Cases HCW,TRUE,../../../covid19-data/ID/data/data.csv,Yes,Estimated
Total Recovered,FALSE,../../../covid19-data/ID/data/data.csv,,
% Deaths Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/ID/data/data.csv,,
% Deaths Race/Ethnicity: Non-Hispanic,FALSE,../../../covid19-data/ID/data/data.csv,,
% Deaths Race/Ethnicity: Asian,FALSE,../../../covid19-data/ID/data/data.csv,,
% Deaths Race/Ethnicity: Black,FALSE,../../../covid19-data/ID/data/data.csv,,
% Deaths Race/Ethnicity: White,FALSE,../../../covid19-data/ID/data/data.csv,,
"Death Rate per 100,000: Total",FALSE,../../../covid19-data/ID/data/data.csv,,
ICU Admissions,FALSE,../../../covid19-data/ID/data/data.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/ID/data/data.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/ID/data/data.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/ID/data/data.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/ID/data/data.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/ID/data/data.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/ID/data/data.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/ID/data/data.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/ID/data/data.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/ID/data/data.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/ID/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/ID/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/ID/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/ID/data/data.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ID/data/data.csv,,
# Cases HCW,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Deaths Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Deaths Race/Ethnicity: Non-Hispanic,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Deaths Race/Ethnicity: Asian,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Deaths Race/Ethnicity: Black,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Deaths Race/Ethnicity: White,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
ICU Admissions,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
# Cases Age [Unknown],TRUE,../../../covid19-data/ID/data/data_V1.csv,No,Unavailable raw data
Total Hospitalized,TRUE,../../../covid19-data/ID/data/data_V1.csv,No,Unavailable raw data
Total Not Hospitalized,TRUE,../../../covid19-data/ID/data/data_V1.csv,No,Unavailable raw data
Total Cases,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
Total Deaths,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
Total Unknown Hospitalized,TRUE,../../../covid19-data/ID/data/data_V1.csv,No,Unavailable raw data
Report Date,FALSE,../../../covid19-data/ID/data/dataV6.csv,,
# Cases HCW,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
Total Recovered,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Deaths Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Deaths Race/Ethnicity: Non-Hispanic,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Deaths Race/Ethnicity: Asian,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Deaths Race/Ethnicity: Black,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Deaths Race/Ethnicity: White,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
"Death Rate per 100,000: Total",FALSE,../../../covid19-data/ID/data/dataV7.csv,,
ICU Admissions,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
Scrape Time,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
Total Cases,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
Total Deaths,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
Report Date,FALSE,../../../covid19-data/ID/data/dataV7.csv,,
# Cases Age [0-17],FALSE,../../../covid19-data/ID/data/data_V1.csv,,
# Cases Age [18-49],FALSE,../../../covid19-data/ID/data/data_V1.csv,,
# Cases Age [50+],FALSE,../../../covid19-data/ID/data/data_V1.csv,,
% Deaths Race/Ethnicity: Asian,TRUE,../../../covid19-data/ID/data/data_V5.csv,No,Unavailable raw data
Total Cases: Female,FALSE,../../../covid19-data/ID/data/data_V1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/ID/data/data_V1.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/ID/data/data_V1.csv,,
Total Tested: Commercial Lab,TRUE,../../../covid19-data/ID/data/data_V5.csv,No,Unavailable raw data
Total Tested: State Lab,TRUE,../../../covid19-data/ID/data/data_V5.csv,No,Unavailable raw data
Total Deaths,TRUE,../../../covid19-data/ID/data/data_V5.csv,No,Unavailable raw data
Scrape Time,FALSE,../../../covid19-data/ID/data/data_V1.csv,,
# Cases Age [0-17],FALSE,../../../covid19-data/ID/data/data_V2.csv,,
# Cases Age [18-49],FALSE,../../../covid19-data/ID/data/data_V2.csv,,
# Cases Age [50+],FALSE,../../../covid19-data/ID/data/data_V2.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/ID/data/data_V2.csv,,
Total Cases: Female,FALSE,../../../covid19-data/ID/data/data_V2.csv,,
Total Cases: Male,FALSE,../../../covid19-data/ID/data/data_V2.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/ID/data/data_V2.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ID/data/data_V2.csv,,
# Cases HCW,FALSE,../../../covid19-data/ID/data/data_V2.csv,,
Total ICU Admissions,FALSE,../../../covid19-data/ID/data/data_V2.csv,,
Scrape Time,FALSE,../../../covid19-data/ID/data/data_V2.csv,,
# Cases Age [0-17],FALSE,../../../covid19-data/ID/data/data_V3.csv,,
# Cases Age [18-49],FALSE,../../../covid19-data/ID/data/data_V3.csv,,
# Cases Age [50+],FALSE,../../../covid19-data/ID/data/data_V3.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/ID/data/data_V3.csv,,
Total Cases: Female,FALSE,../../../covid19-data/ID/data/data_V3.csv,,
Total Cases: Male,FALSE,../../../covid19-data/ID/data/data_V3.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/ID/data/data_V3.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ID/data/data_V3.csv,,
Total ICU Admissions,FALSE,../../../covid19-data/ID/data/data_V3.csv,,
# Cases HCW,FALSE,../../../covid19-data/ID/data/data_V3.csv,,
Scrape Time,FALSE,../../../covid19-data/ID/data/data_V3.csv,,
# Cases HCW,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
ICU Admissions,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/ID/data/data_V4.csv,,
% Cases Age [18-49],FALSE,../../../covid19-data/ID/data/data_V4.csv,,
% Cases Age [50+],FALSE,../../../covid19-data/ID/data/data_V4.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
Scrape Time,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
Total Tested: Commercial Lab,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
Total Tested: State Lab,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
Total Cases,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
Total Deaths,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
Total Hospitalized,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
Total Tested,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
Report Date,FALSE,../../../covid19-data/ID/data/data_V4.csv,,
# Cases HCW,FALSE,../../../covid19-data/ID/data/data_V5.csv,,
% Deaths Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/ID/data/data_V5.csv,,
