,0,File
PUIContNo,False,../../../covid19-data/FL/data/data.csv
PUIContUnkn,False,../../../covid19-data/FL/data/data.csv
PUITravelNo,False,../../../covid19-data/FL/data/data.csv
PUITravelYes,False,../../../covid19-data/FL/data/data.csv
Total Tested: Positive,False,../../../covid19-data/FL/data/data.csv
Total Tested: Negative,False,../../../covid19-data/FL/data/data.csv
Total Tested: Incoming Tests,False,../../../covid19-data/FL/data/data.csv
Total Tested: Pending Results,False,../../../covid19-data/FL/data/data.csv
Total Tested: With Results,False,../../../covid19-data/FL/data/data.csv
Total Cases: Female,False,../../../covid19-data/FL/data/data.csv
Total Cases: Male,False,../../../covid19-data/FL/data/data.csv
Total Cases: Unknown Sex,False,../../../covid19-data/FL/data/data.csv
Total Cases: All Residents,False,../../../covid19-data/FL/data/data.csv
# Cases Age [0-4],False,../../../covid19-data/FL/data/data.csv
# Cases Age [5-14],False,../../../covid19-data/FL/data/data.csv
# Cases Age [15-24],False,../../../covid19-data/FL/data/data.csv
# Cases Age [25-34],False,../../../covid19-data/FL/data/data.csv
# Cases Age [35-44],False,../../../covid19-data/FL/data/data.csv
# Cases Age [45-54],False,../../../covid19-data/FL/data/data.csv
# Cases Age [55-64],False,../../../covid19-data/FL/data/data.csv
# Cases Age [65-74],False,../../../covid19-data/FL/data/data.csv
# Cases Age [75-84],False,../../../covid19-data/FL/data/data.csv
# Cases Age [85+],False,../../../covid19-data/FL/data/data.csv
# Cases Age [Unknown],False,../../../covid19-data/FL/data/data.csv
Range Age of Cases,True,../../../covid19-data/FL/data/data.csv
Median Age of Cases,True,../../../covid19-data/FL/data/data.csv
# Cases Race/Ethnicity: White,False,../../../covid19-data/FL/data/data.csv
# Cases Race/Ethnicity: Black,False,../../../covid19-data/FL/data/data.csv
# Cases Race/Ethnicity: Other,False,../../../covid19-data/FL/data/data.csv
# Cases Race/Ethnicity: Unknown,False,../../../covid19-data/FL/data/data.csv
# Cases Race/Ethnicity: Hispanic,False,../../../covid19-data/FL/data/data.csv
# Cases Race/Ethnicity: Non-Hispanic,False,../../../covid19-data/FL/data/data.csv
# Cases Race/Ethnicity: Hispanic/Unknown,False,../../../covid19-data/FL/data/data.csv
Total Cases: Yes ED Visit Resident,False,../../../covid19-data/FL/data/data.csv
Total Cases: Yes ED Visit Non-Resident,False,../../../covid19-data/FL/data/data.csv
"Total Cases: Hospitalized, FL Residents",False,../../../covid19-data/FL/data/data.csv
"Total Cases: Hospitalized, FL Non-Residents",False,../../../covid19-data/FL/data/data.csv
Total Deaths: Non-Florida Resident tested in FL,False,../../../covid19-data/FL/data/data.csv
Total Deaths: Florida Resident tested in FL,False,../../../covid19-data/FL/data/data.csv
Total Cases,False,../../../covid19-data/FL/data/data.csv
Total Cases: Male,False,../../../covid19-data/FL/data/data.csv
Total Cases: Female,False,../../../covid19-data/FL/data/data.csv
Total Cases: Florida Resident tested in FL,False,../../../covid19-data/FL/data/data.csv
Total Cases: Non-Florida Resident in FL,False,../../../covid19-data/FL/data/data.csv
Total Cases: Florida Resident tested outside FL,False,../../../covid19-data/FL/data/data.csv
Total Tested: Negative,False,../../../covid19-data/FL/data/data.csv
"Total Tested: Negative, Non-FL Residents",False,../../../covid19-data/FL/data/data.csv
Total Tested,False,../../../covid19-data/FL/data/data.csv
Total Tested: Negative,False,../../../covid19-data/FL/data/data.csv
Total Tested: Positive,False,../../../covid19-data/FL/data/data.csv
Total Deaths,False,../../../covid19-data/FL/data/data.csv
EverMon,False,../../../covid19-data/FL/data/data.csv
MonNow,False,../../../covid19-data/FL/data/data.csv
Scrape Time,False,../../../covid19-data/FL/data/data.csv
County Number,False,../../../covid19-data/FL/data/dataV1.csv
County Name,False,../../../covid19-data/FL/data/dataV1.csv
PUIsTotal,False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [0-4],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [5-14],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [15-24],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [25-34],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [35-44],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [45-54],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [55-64],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [65-74],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [75-84],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [85+],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [Unknown],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [0-4],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [5-14],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [15-24],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [25-34],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [35-44],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [45-54],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [55-64],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [65-74],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [75-84],False,../../../covid19-data/FL/data/dataV1.csv
# Cases Age [85+],False,../../../covid19-data/FL/data/dataV1.csv
PUIAgeAvrg,False,../../../covid19-data/FL/data/dataV1.csv
PUIAgeRange,False,../../../covid19-data/FL/data/dataV1.csv
Average Age of Cases,True,../../../covid19-data/FL/data/dataV1.csv
Range Age of Cases,True,../../../covid19-data/FL/data/dataV1.csv
Total Cases: All Residents,False,../../../covid19-data/FL/data/dataV1.csv
Total Deaths: Non-Florida Resident tested in FL,True,../../../covid19-data/FL/data/dataV1.csv
PUIFemale,False,../../../covid19-data/FL/data/dataV1.csv
PUIMale,False,../../../covid19-data/FL/data/dataV1.csv
PUISexUnkn,False,../../../covid19-data/FL/data/dataV1.csv
PUIFLRes,False,../../../covid19-data/FL/data/dataV1.csv
PUINotFLRes,False,../../../covid19-data/FL/data/dataV1.csv
PUIFLResOut,False,../../../covid19-data/FL/data/dataV1.csv
PUITravelNo,False,../../../covid19-data/FL/data/dataV1.csv
PUITravelUnkn,False,../../../covid19-data/FL/data/dataV1.csv
PUITravelYes,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: No ED Visit,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Unknown ED Visit,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Yes ED Visit,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Not Hospitalized,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Unknown Hospitalized,False,../../../covid19-data/FL/data/dataV1.csv
Total Hospitalized,False,../../../covid19-data/FL/data/dataV1.csv
Total Deaths: Florida Resident tested in FL,False,../../../covid19-data/FL/data/dataV1.csv
PUILab_Yes,False,../../../covid19-data/FL/data/dataV1.csv
Total Tested: Positive,False,../../../covid19-data/FL/data/dataV1.csv
Total Tested: Negative,False,../../../covid19-data/FL/data/dataV1.csv
Total Tested: Incoming Tests,False,../../../covid19-data/FL/data/dataV1.csv
Total Tested: Pending Results,False,../../../covid19-data/FL/data/dataV1.csv
PUIContNo,False,../../../covid19-data/FL/data/dataV1.csv
PUIContUnkn,False,../../../covid19-data/FL/data/dataV1.csv
PUIContYes,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Male,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Female,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Florida Resident tested in FL,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Non-Florida Resident in FL,False,../../../covid19-data/FL/data/dataV1.csv
Total Cases: Florida Resident tested outside FL,False,../../../covid19-data/FL/data/dataV1.csv
Total Tested: Negative,False,../../../covid19-data/FL/data/dataV1.csv
"Total Tested: Negative, Non-FL Residents",False,../../../covid19-data/FL/data/dataV1.csv
Total Tested,False,../../../covid19-data/FL/data/dataV1.csv
Total Tested: Negative,False,../../../covid19-data/FL/data/dataV1.csv
Total Tested: Positive,False,../../../covid19-data/FL/data/dataV1.csv
Total Deaths,False,../../../covid19-data/FL/data/dataV1.csv
EverMon,False,../../../covid19-data/FL/data/dataV1.csv
MonNow,False,../../../covid19-data/FL/data/dataV1.csv
Scrape Time,False,../../../covid19-data/FL/data/dataV1.csv
County Number,True,../../../covid19-data/FL/data/zipdata.csv
County Name,False,../../../covid19-data/FL/data/zipdata.csv
Zip Code,True,../../../covid19-data/FL/data/zipdata.csv
City Name,True,../../../covid19-data/FL/data/zipdata.csv
Total Cases,True,../../../covid19-data/FL/data/zipdata.csv
Scrape Time,False,../../../covid19-data/FL/data/zipdata.csv
State Name,False,../../../covid19-data/GA/data/data.csv
State,False,../../../covid19-data/GA/data/data.csv
Report Date,False,../../../covid19-data/GA/data/data.csv
Total Hospitalized,True,../../../covid19-data/GA/data/data.csv
Total Deaths,False,../../../covid19-data/GA/data/data.csv
Total Cases,False,../../../covid19-data/GA/data/data.csv
Total Tested,True,../../../covid19-data/GA/data/data.csv
# Cases Age [0-17],False,../../../covid19-data/GA/data/data.csv
# Cases Age [18-59],False,../../../covid19-data/GA/data/data.csv
# Cases Age [60+],False,../../../covid19-data/GA/data/data.csv
# Cases Age [Unknown],False,../../../covid19-data/GA/data/data.csv
Total Cases: Female,True,../../../covid19-data/GA/data/data.csv
Total Cases: Unknown Sex,True,../../../covid19-data/GA/data/data.csv
Total Cases: Male,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: American Indian/Native American ,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: Asian,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: Black Or African American,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: Native Hawaiian/Pacific Islander,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: Other,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: Unknown,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: White,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: Hispanic/Latino,True,../../../covid19-data/GA/data/data.csv
# Cases Race/Ethnicity: Non-Hispanic/Latino,True,../../../covid19-data/GA/data/data.csv
# Cases Race/ Ethnicity: Unknown,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: American Indian/Native American,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: Asian,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: Black Or African American,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: Native Hawaiian/Pacific Islander,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: Other,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: Unknown,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: White,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: Hispanic/Latino,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: Non-Hispanic/Latino,True,../../../covid19-data/GA/data/data.csv
# Deaths Race/Ethnicity: Unknown,True,../../../covid19-data/GA/data/data.csv
Scrape Time,False,../../../covid19-data/GA/data/data.csv
State Name,False,../../../covid19-data/GA/data/data_thru_3-30.csv
State,False,../../../covid19-data/GA/data/data_thru_3-30.csv
Report Date,False,../../../covid19-data/GA/data/data_thru_3-30.csv
# Cases Age [0-17],False,../../../covid19-data/GA/data/data_thru_3-30.csv
# Cases Age [18-59],False,../../../covid19-data/GA/data/data_thru_3-30.csv
# Cases Age [60+],False,../../../covid19-data/GA/data/data_thru_3-30.csv
# Cases Age [Unknown],False,../../../covid19-data/GA/data/data_thru_3-30.csv
Total Cases: Female,False,../../../covid19-data/GA/data/data_thru_3-30.csv
Total Cases: Male,False,../../../covid19-data/GA/data/data_thru_3-30.csv
Total Cases: Unknown Sex,False,../../../covid19-data/GA/data/data_thru_3-30.csv
Total Hospitalized,True,../../../covid19-data/GA/data/data_thru_3-30.csv
Total Deaths,False,../../../covid19-data/GA/data/data_thru_3-30.csv
Total Cases,False,../../../covid19-data/GA/data/data_thru_3-30.csv
Total Tested,True,../../../covid19-data/GA/data/data_thru_3-30.csv
Scrape Time,False,../../../covid19-data/GA/data/data_thru_3-30.csv
Total Cases,False,../../../covid19-data/IA/data/data.csv
Total Cases: Male,False,../../../covid19-data/IA/data/data.csv
Total Cases: Female,False,../../../covid19-data/IA/data/data.csv
# Cases Age [0-17],False,../../../covid19-data/IA/data/data.csv
# Cases Age [18-40],False,../../../covid19-data/IA/data/data.csv
# Cases Age [41-60],False,../../../covid19-data/IA/data/data.csv
# Cases Age [61-80],False,../../../covid19-data/IA/data/data.csv
# Cases Age [81+],False,../../../covid19-data/IA/data/data.csv
Currently Hospitalized,False,../../../covid19-data/IA/data/data.csv
Total Discharged/Recovering,False,../../../covid19-data/IA/data/data.csv
Total Deaths,False,../../../covid19-data/IA/data/data.csv
Scrape Time,False,../../../covid19-data/IA/data/data.csv
Total Cases,False,../../../covid19-data/IA/data/data_V1.csv
Total Cases: Male,False,../../../covid19-data/IA/data/data_V1.csv
Total Cases: Female,False,../../../covid19-data/IA/data/data_V1.csv
# Cases Age [0-17],False,../../../covid19-data/IA/data/data_V1.csv
# Cases Age [18-40],False,../../../covid19-data/IA/data/data_V1.csv
# Cases Age [41-60],False,../../../covid19-data/IA/data/data_V1.csv
# Cases Age [61-80],False,../../../covid19-data/IA/data/data_V1.csv
# Cases Age [81+],False,../../../covid19-data/IA/data/data_V1.csv
Currently Hospitalized,False,../../../covid19-data/IA/data/data_V1.csv
Never Hospitalized,False,../../../covid19-data/IA/data/data_V1.csv
Total Discharged/Recovering,False,../../../covid19-data/IA/data/data_V1.csv
Total Deaths,False,../../../covid19-data/IA/data/data_V1.csv
Scrape Time,False,../../../covid19-data/IA/data/data_V1.csv
# Cases HCW,False,../../../covid19-data/ID/data/data.csv
Total Recovered,False,../../../covid19-data/ID/data/data.csv
% Deaths Race/Ethnicity: Hispanic,False,../../../covid19-data/ID/data/data.csv
% Deaths Race/Ethnicity: Non-Hispanic,False,../../../covid19-data/ID/data/data.csv
% Deaths Race/Ethnicity: Asian,False,../../../covid19-data/ID/data/data.csv
% Deaths Race/Ethnicity: Black,False,../../../covid19-data/ID/data/data.csv
% Deaths Race/Ethnicity: White,False,../../../covid19-data/ID/data/data.csv
"Death Rate per 100,000: Total",False,../../../covid19-data/ID/data/data.csv
ICU Admissions,False,../../../covid19-data/ID/data/data.csv
% Cases Age [0-17],False,../../../covid19-data/ID/data/data.csv
% Cases Age [18-29],False,../../../covid19-data/ID/data/data.csv
% Cases Age [30-39],False,../../../covid19-data/ID/data/data.csv
% Cases Age [40-49],False,../../../covid19-data/ID/data/data.csv
% Cases Age [50-59],False,../../../covid19-data/ID/data/data.csv
% Cases Age [60-69],False,../../../covid19-data/ID/data/data.csv
% Cases Age [70-79],False,../../../covid19-data/ID/data/data.csv
% Cases Age [80+],False,../../../covid19-data/ID/data/data.csv
% Total Cases: Female,False,../../../covid19-data/ID/data/data.csv
% Total Cases: Male,False,../../../covid19-data/ID/data/data.csv
Scrape Time,False,../../../covid19-data/ID/data/data.csv
Total Cases,False,../../../covid19-data/ID/data/data.csv
Total Deaths,False,../../../covid19-data/ID/data/data.csv
Total Hospitalized,False,../../../covid19-data/ID/data/data.csv
# Cases HCW,False,../../../covid19-data/ID/data/dataV6.csv
% Deaths Race/Ethnicity: Hispanic,False,../../../covid19-data/ID/data/dataV6.csv
% Deaths Race/Ethnicity: Non-Hispanic,False,../../../covid19-data/ID/data/dataV6.csv
% Deaths Race/Ethnicity: Asian,False,../../../covid19-data/ID/data/dataV6.csv
% Deaths Race/Ethnicity: Black,False,../../../covid19-data/ID/data/dataV6.csv
% Deaths Race/Ethnicity: White,False,../../../covid19-data/ID/data/dataV6.csv
ICU Admissions,False,../../../covid19-data/ID/data/dataV6.csv
% Cases Age [0-17],False,../../../covid19-data/ID/data/dataV6.csv
% Cases Age [18-29],False,../../../covid19-data/ID/data/dataV6.csv
% Cases Age [30-39],False,../../../covid19-data/ID/data/dataV6.csv
% Cases Age [40-49],False,../../../covid19-data/ID/data/dataV6.csv
% Cases Age [50-59],False,../../../covid19-data/ID/data/dataV6.csv
% Cases Age [60-69],False,../../../covid19-data/ID/data/dataV6.csv
% Cases Age [70-79],False,../../../covid19-data/ID/data/dataV6.csv
% Cases Age [80+],False,../../../covid19-data/ID/data/dataV6.csv
