NAMELABEL,ALLFIPS,LAST_UPDATE,Total,F_0_9,M_0_9,T_0_9,F_10_19,M_10_19,T_10_19,F_20_29,M_20_29,T_20_29,F_30_39,M_30_39,T_30_39,F_40_49,M_40_49,T_40_49,F_50_59,M_50_59,T_50_59,F_60_69,M_60_69,T_60_69,F_70_79,M_70_79,T_70_79,F_80_89,M_80_89,T_80_89,F_90_99,M_90_99,T_90_99,F_100,M_100,T_100,Notes,Scrape_Time
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,06:48.1
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Gallatin,30031,2/6/19 19:00,115,0,1,1,2,1,3,15,13,28,11,14,25,10,7,17,5,9,14,8,15,23,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",15:37.9
Yellowstone,30111,10/14/16 20:00,40,0,0,0,0,2,2,6,6,12,1,3,4,3,3,6,4,4,8,3,2,5,0,0,0,1,2,3,0,0,0,0,0,0,,15:37.9
Flathead,30029,2/6/19 19:00,25,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,3,2,5,1,0,1,1,3,4,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",15:37.9
Missoula,30063,2/6/19 19:00,21,0,0,0,0,0,0,4,2,6,2,2,4,1,2,3,0,4,4,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,,15:37.9
Toole,30101,12/30/09 19:00,16,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,2,1,3,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,15:37.9
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,15:37.9
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,15:37.9
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,15:37.9
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,15:37.9
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,15:37.9
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,15:37.9
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,15:37.9
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,15:37.9
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15:37.9
Gallatin,30031,2/6/19 19:00,118,0,1,1,2,1,3,15,13,28,11,14,25,10,8,18,5,9,14,8,16,24,3,0,3,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",29:19.9
Yellowstone,30111,10/14/16 20:00,47,0,0,0,0,2,2,8,6,14,1,3,4,4,4,8,5,4,9,3,3,6,0,1,1,1,2,3,0,0,0,0,0,0,,29:19.9
Flathead,30029,2/6/19 19:00,31,0,0,0,1,0,1,4,2,6,3,3,6,4,1,5,3,3,6,1,0,1,2,3,5,0,1,1,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",29:19.9
Missoula,30063,2/6/19 19:00,24,0,0,0,0,0,0,4,2,6,3,3,6,1,2,3,1,4,5,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,,29:19.9
Lewis and Clark,30049,2/6/19 19:00,15,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,,29:19.9
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,29:19.9
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,29:19.9
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,29:19.9
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,29:19.9
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,29:19.9
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Lake,30047,2/6/19 19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,29:19.9
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,29:19.9
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Carbon,30009,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,29:19.9
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29:19.9
Gallatin,30031,2/6/19 19:00,118,0,1,1,2,1,3,15,13,28,11,14,25,10,8,18,5,9,14,8,16,24,3,0,3,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",05:16.6
Yellowstone,30111,10/14/16 20:00,47,0,0,0,0,2,2,8,6,14,1,3,4,4,4,8,5,4,9,3,3,6,0,1,1,1,2,3,0,0,0,0,0,0,,05:16.6
Flathead,30029,2/6/19 19:00,31,0,0,0,1,0,1,4,2,6,3,3,6,4,1,5,3,3,6,1,0,1,2,3,5,0,1,1,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",05:16.6
Missoula,30063,2/6/19 19:00,24,0,0,0,0,0,0,4,2,6,3,3,6,1,2,3,1,4,5,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,,05:16.6
Lewis and Clark,30049,2/6/19 19:00,15,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,,05:16.6
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,05:16.6
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,05:16.6
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,05:16.6
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,05:16.6
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,05:16.6
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Lake,30047,2/6/19 19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,05:16.6
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,05:16.6
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Carbon,30009,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,05:16.6
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05:16.6
Gallatin,30031,2/6/19 19:00,119,0,1,1,2,1,3,15,13,28,11,14,25,10,8,18,6,9,15,8,16,24,3,0,3,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",19:22.5
Yellowstone,30111,10/14/16 20:00,48,0,0,0,0,2,2,8,7,15,1,3,4,4,4,8,5,4,9,3,3,6,0,1,1,1,2,3,0,0,0,0,0,0,,19:22.5
Flathead,30029,2/6/19 19:00,31,0,0,0,1,0,1,4,2,6,3,3,6,4,1,5,3,3,6,1,0,1,2,3,5,0,1,1,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",19:22.5
Missoula,30063,2/6/19 19:00,25,0,0,0,0,0,0,4,2,6,3,3,6,1,2,3,1,4,5,2,1,3,0,1,1,0,1,1,0,0,0,0,0,0,,19:22.5
Toole,30101,12/30/09 19:00,17,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,2,1,3,0,1,1,1,1,2,2,0,2,2,0,2,0,0,0,,19:22.5
Lewis and Clark,30049,2/6/19 19:00,16,0,0,0,0,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,,19:22.5
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,19:22.5
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,19:22.5
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,19:22.5
Park,30067,2/6/19 19:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,19:22.5
Lake,30047,2/6/19 19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,19:22.5
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,19:22.5
Carbon,30009,10/14/16 20:00,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Ravalli,30081,12/30/09 19:00,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Roosevelt,30085,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,19:22.5
Glacier,30035,12/30/09 19:00,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Richland,30083,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:22.5
Gallatin,30031,2/6/19 19:00,119,0,1,1,2,1,3,15,13,28,11,14,25,10,8,18,6,9,15,8,16,24,3,0,3,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",52:08.0
Yellowstone,30111,10/14/16 20:00,48,0,0,0,0,2,2,8,7,15,1,3,4,4,4,8,5,4,9,3,3,6,0,1,1,1,2,3,0,0,0,0,0,0,,52:08.0
Flathead,30029,2/6/19 19:00,31,0,0,0,1,0,1,4,2,6,3,3,6,4,1,5,3,3,6,1,0,1,2,3,5,0,1,1,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",52:08.0
Missoula,30063,2/6/19 19:00,25,0,0,0,0,0,0,4,2,6,3,3,6,1,2,3,1,4,5,2,1,3,0,1,1,0,1,1,0,0,0,0,0,0,,52:08.0
Toole,30101,12/30/09 19:00,17,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,2,1,3,0,1,1,1,1,2,2,0,2,2,0,2,0,0,0,,52:08.0
Lewis and Clark,30049,2/6/19 19:00,16,0,0,0,0,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,,52:08.0
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,52:08.0
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,52:08.0
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,52:08.0
Park,30067,2/6/19 19:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,52:08.0
Lake,30047,2/6/19 19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,52:08.0
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,52:08.0
Carbon,30009,10/14/16 20:00,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Ravalli,30081,12/30/09 19:00,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Roosevelt,30085,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,52:08.0
Glacier,30035,12/30/09 19:00,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Richland,30083,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,52:08.0
Gallatin,30031,2/6/19 19:00,119,0,1,1,2,1,3,15,13,28,11,14,25,10,8,18,6,9,15,8,16,24,3,0,3,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",21:14.0
Yellowstone,30111,10/14/16 20:00,48,0,0,0,0,2,2,8,7,15,1,3,4,4,4,8,5,4,9,3,3,6,0,1,1,1,2,3,0,0,0,0,0,0,,21:14.0
Flathead,30029,2/6/19 19:00,31,0,0,0,1,0,1,4,2,6,3,3,6,4,1,5,3,3,6,1,0,1,2,3,5,0,1,1,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",21:14.0
Missoula,30063,2/6/19 19:00,25,0,0,0,0,0,0,4,2,6,3,3,6,1,2,3,1,4,5,2,1,3,0,1,1,0,1,1,0,0,0,0,0,0,,21:14.0
Toole,30101,12/30/09 19:00,17,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,2,1,3,0,1,1,1,1,2,2,0,2,2,0,2,0,0,0,,21:14.0
Lewis and Clark,30049,2/6/19 19:00,16,0,0,0,0,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,,21:14.0
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,21:14.0
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,21:14.0
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,21:14.0
Park,30067,2/6/19 19:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,21:14.0
Lake,30047,2/6/19 19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,21:14.0
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,21:14.0
Carbon,30009,10/14/16 20:00,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
