county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
San Luis Obispo,224,1,6,0,5/11/20
San Luis Obispo,226,1,2,0,5/12/20
San Luis Obispo,231,1,5,0,5/13/20
San Luis Obispo,236,1,5,0,5/14/20
San Luis Obispo,237,1,1,0,5/15/20
San Luis Obispo,240,1,3,0,5/16/20
San Luis Obispo,242,1,2,0,5/17/20
San Luis Obispo,243,1,1,0,5/18/20
San Luis Obispo,245,1,2,0,5/19/20
San Luis Obispo,249,1,4,0,5/20/20
San Luis Obispo,251,1,2,0,5/21/20
San Luis Obispo,254,1,3,0,5/22/20
San Luis Obispo,256,1,2,0,5/23/20
San Luis Obispo,257,1,1,0,5/24/20
San Luis Obispo,260,1,3,0,5/25/20
San Luis Obispo,260,1,0,0,5/26/20
San Luis Obispo,266,1,6,0,5/27/20
San Luis Obispo,267,1,1,0,5/28/20
San Luis Obispo,270,1,3,0,5/29/20
San Luis Obispo,270,1,0,0,5/30/20
San Luis Obispo,271,1,1,0,5/31/20
San Luis Obispo,275,1,4,0,6/1/20
San Luis Obispo,275,1,0,0,6/2/20
San Luis Obispo,279,1,4,0,6/3/20
San Luis Obispo,288,1,9,0,6/4/20
San Luis Obispo,293,1,5,0,6/5/20
San Luis Obispo,295,1,2,0,6/6/20
San Luis Obispo,296,1,1,0,6/7/20
San Luis Obispo,300,1,4,0,6/8/20
San Luis Obispo,301,1,1,0,6/9/20
San Luis Obispo,306,1,5,0,6/10/20
San Luis Obispo,307,1,1,0,6/11/20
San Luis Obispo,321,1,14,0,6/12/20
San Luis Obispo,326,1,5,0,6/13/20
San Luis Obispo,330,1,4,0,6/14/20
San Luis Obispo,332,1,2,0,6/15/20
San Luis Obispo,343,1,11,0,6/16/20
San Luis Obispo,362,1,19,0,6/17/20
San Luis Obispo,378,1,16,0,6/18/20
San Luis Obispo,392,1,14,0,6/19/20
San Luis Obispo,405,1,13,0,6/20/20
San Luis Obispo,418,1,13,0,6/21/20
San Luis Obispo,422,1,4,0,6/22/20
San Luis Obispo,445,1,23,0,6/23/20
San Luis Obispo,461,1,16,0,6/24/20
San Luis Obispo,473,1,12,0,6/25/20
San Luis Obispo,498,1,25,0,6/26/20
San Luis Obispo,505,1,7,0,6/27/20
San Luis Obispo,531,1,26,0,6/28/20
Solano,26,0,26,0,3/18/20
Solano,26,0,0,0,3/19/20
Solano,29,0,3,0,3/20/20
Solano,8,0,-21,0,3/21/20
Solano,8,0,0,0,3/22/20
Solano,11,0,3,0,3/23/20
Solano,13,0,2,0,3/24/20
Solano,18,0,5,0,3/25/20
Solano,20,0,2,0,3/26/20
Solano,48,0,28,0,3/27/20
Solano,48,0,0,0,3/28/20
Solano,48,0,0,0,3/29/20
Solano,50,0,2,0,3/30/20
Solano,56,0,6,0,3/31/20
Solano,57,0,1,0,4/1/20
Solano,65,0,8,0,4/2/20
Solano,72,1,7,1,4/3/20
Solano,79,1,7,0,4/4/20
Solano,78,1,-1,0,4/5/20
Solano,95,1,17,0,4/6/20
Solano,99,1,4,0,4/7/20
Solano,111,2,12,1,4/8/20
Solano,118,2,7,0,4/9/20
Solano,129,2,11,0,4/10/20
Solano,138,2,9,0,4/11/20
Solano,136,2,-2,0,4/12/20
Solano,137,2,1,0,4/13/20
Solano,140,2,3,0,4/14/20
Solano,153,2,13,0,4/15/20
Solano,162,2,9,0,4/16/20
Solano,173,2,11,0,4/17/20
Solano,175,2,2,0,4/18/20
Solano,174,2,-1,0,4/19/20
Solano,185,2,11,0,4/20/20
Solano,193,3,8,1,4/21/20
Solano,195,3,2,0,4/22/20
Solano,196,4,1,1,4/23/20
Solano,203,4,7,0,4/24/20
Solano,203,4,0,0,4/25/20
Solano,205,4,2,0,4/26/20
Solano,222,4,17,0,4/27/20
Solano,246,4,24,0,4/28/20
Solano,252,5,6,1,4/29/20
Solano,262,5,10,0,4/30/20
Solano,266,5,4,0,5/1/20
Solano,267,5,1,0,5/2/20
Solano,266,5,-1,0,5/3/20
Solano,293,6,27,1,5/4/20
Solano,299,6,6,0,5/5/20
Solano,300,7,1,1,5/6/20
Solano,307,7,7,0,5/7/20
Solano,314,7,7,0,5/8/20
Solano,321,7,7,0,5/9/20
Solano,322,7,1,0,5/10/20
Solano,354,10,32,3,5/11/20
Solano,361,11,7,1,5/12/20
Solano,368,12,7,1,5/13/20
Solano,372,14,4,2,5/14/20
Solano,388,16,16,2,5/15/20
Solano,392,16,4,0,5/16/20
Solano,392,16,0,0,5/17/20
Solano,398,16,6,0,5/18/20
Solano,415,16,17,0,5/19/20
Solano,418,18,3,2,5/20/20
Solano,424,19,6,1,5/21/20
Solano,431,20,7,1,5/22/20
Solano,435,20,4,0,5/23/20
Solano,436,20,1,0,5/24/20
Solano,437,20,1,0,5/25/20
Solano,470,20,33,0,5/26/20
Solano,477,21,7,1,5/27/20
Solano,489,22,12,1,5/28/20
Solano,498,22,9,0,5/29/20
Solano,512,22,14,0,5/30/20
Solano,512,22,0,0,5/31/20
Solano,529,22,17,0,6/1/20
Solano,537,22,8,0,6/2/20
Solano,543,22,6,0,6/3/20
Solano,551,22,8,0,6/4/20
Solano,558,23,7,1,6/5/20
Solano,560,23,2,0,6/6/20
Solano,560,23,0,0,6/7/20
Solano,560,23,0,0,6/8/20
Solano,596,23,36,0,6/9/20
Solano,608,23,12,0,6/10/20
Solano,616,23,8,0,6/11/20
Solano,620,23,4,0,6/12/20
Solano,637,23,17,0,6/13/20
Solano,638,23,1,0,6/14/20
Solano,638,23,0,0,6/15/20
Solano,694,23,56,0,6/16/20
Solano,722,23,28,0,6/17/20
Solano,735,23,13,0,6/18/20
Solano,755,23,20,0,6/19/20
Solano,784,23,29,0,6/20/20
Solano,783,23,-1,0,6/21/20
Solano,784,23,1,0,6/22/20
Solano,941,23,157,0,6/23/20
Solano,979,23,38,0,6/24/20
Solano,1034,23,55,0,6/25/20
Solano,1068,23,34,0,6/26/20
Solano,1076,23,8,0,6/27/20
Solano,1077,23,1,0,6/28/20
Monterey,1,0,1,0,3/18/20
Monterey,3,0,2,0,3/19/20
Monterey,4,0,1,0,3/20/20
Monterey,8,1,4,1,3/21/20
Monterey,14,1,6,0,3/22/20
Monterey,14,1,0,0,3/23/20
Monterey,23,1,9,0,3/24/20
Monterey,23,1,0,0,3/25/20
Monterey,25,1,2,0,3/26/20
Monterey,26,1,1,0,3/27/20
Monterey,32,1,6,0,3/28/20
Monterey,36,1,4,0,3/29/20
Monterey,41,1,5,0,3/30/20
Monterey,43,2,2,1,3/31/20
Monterey,47,2,4,0,4/1/20
Monterey,50,2,3,0,4/2/20
Monterey,58,2,8,0,4/3/20
Monterey,61,2,3,0,4/4/20
Monterey,61,2,0,0,4/5/20
Monterey,62,2,1,0,4/6/20
Monterey,63,2,1,0,4/7/20
Monterey,68,3,5,1,4/8/20
Monterey,70,3,2,0,4/9/20
Monterey,78,3,8,0,4/10/20
Monterey,78,3,0,0,4/11/20
Monterey,85,3,7,0,4/12/20
Monterey,89,3,4,0,4/13/20
Monterey,98,3,9,0,4/14/20
Monterey,106,3,8,0,4/15/20
Monterey,116,3,10,0,4/16/20
Monterey,119,3,3,0,4/17/20
Monterey,135,3,16,0,4/18/20
Monterey,140,4,5,1,4/19/20
Monterey,147,4,7,0,4/20/20
Monterey,151,4,4,0,4/21/20
Monterey,154,4,3,0,4/22/20
Monterey,161,4,7,0,4/23/20
Monterey,167,4,6,0,4/24/20
Monterey,173,4,6,0,4/25/20
Monterey,182,4,9,0,4/26/20
Monterey,185,4,3,0,4/27/20
Monterey,191,4,6,0,4/28/20
Monterey,204,5,13,1,4/29/20
Monterey,213,5,9,0,4/30/20
Monterey,222,5,9,0,5/1/20
Monterey,225,6,3,1,5/2/20
Monterey,235,6,10,0,5/3/20
Monterey,237,6,2,0,5/4/20
Monterey,240,6,3,0,5/5/20
Monterey,246,6,6,0,5/6/20
Monterey,249,6,3,0,5/7/20
Monterey,265,6,16,0,5/8/20
Monterey,273,6,8,0,5/9/20
Monterey,282,6,9,0,5/10/20
Monterey,286,6,4,0,5/11/20
Monterey,298,6,12,0,5/12/20
Monterey,309,6,11,0,5/13/20
Monterey,317,6,8,0,5/14/20
Monterey,321,8,4,2,5/15/20
Monterey,329,8,8,0,5/16/20
Monterey,342,8,13,0,5/17/20
Monterey,345,8,3,0,5/18/20
Monterey,350,8,5,0,5/19/20
Monterey,356,8,6,0,5/20/20
Monterey,363,8,7,0,5/21/20
Monterey,372,8,9,0,5/22/20
Monterey,397,8,25,0,5/23/20
Monterey,405,8,8,0,5/24/20
Monterey,418,8,13,0,5/25/20
Monterey,424,8,6,0,5/26/20
Monterey,443,8,19,0,5/27/20
Monterey,471,8,28,0,5/28/20
Monterey,479,10,8,2,5/29/20
Monterey,520,10,41,0,5/30/20
Monterey,545,10,25,0,5/31/20
Monterey,554,10,9,0,6/1/20
Monterey,582,10,28,0,6/2/20
Monterey,592,10,10,0,6/3/20
Monterey,621,10,29,0,6/4/20
Monterey,649,10,28,0,6/5/20
Monterey,679,10,30,0,6/6/20
Monterey,732,10,53,0,6/7/20
Monterey,751,10,19,0,6/8/20
Monterey,772,11,21,1,6/9/20
Monterey,791,11,19,0,6/10/20
Monterey,813,11,22,0,6/11/20
Monterey,864,11,51,0,6/12/20
Monterey,900,11,36,0,6/13/20
Monterey,949,12,49,1,6/14/20
Monterey,998,12,49,0,6/15/20
Monterey,1019,12,21,0,6/16/20
Monterey,1077,12,58,0,6/17/20
Monterey,1127,12,50,0,6/18/20
Monterey,1159,12,32,0,6/19/20
Monterey,1181,12,22,0,6/20/20
Monterey,1227,12,46,0,6/21/20
Monterey,1293,12,66,0,6/22/20
Monterey,1346,12,53,0,6/23/20
Monterey,1407,12,61,0,6/24/20
Monterey,1426,12,19,0,6/25/20
Monterey,1449,12,23,0,6/26/20
Monterey,1455,12,6,0,6/27/20
Monterey,1560,12,105,0,6/28/20
Yuba,0,0,0,0,3/18/20
Yuba,0,0,0,0,3/19/20
Yuba,0,0,0,0,3/20/20
Yuba,1,0,1,0,3/21/20
Yuba,2,0,1,0,3/22/20
Yuba,2,0,0,0,3/23/20
Yuba,2,0,0,0,3/24/20
Yuba,2,0,0,0,3/25/20
Yuba,3,0,1,0,3/26/20
Yuba,3,0,0,0,3/27/20
Yuba,3,0,0,0,3/28/20
Yuba,3,0,0,0,3/29/20
Yuba,5,0,2,0,3/30/20
Yuba,5,0,0,0,3/31/20
Yuba,5,0,0,0,4/1/20
Yuba,5,0,0,0,4/2/20
Yuba,6,0,1,0,4/3/20
Yuba,7,0,1,0,4/4/20
Yuba,7,0,0,0,4/5/20
Yuba,8,0,1,0,4/6/20
Yuba,10,0,2,0,4/7/20
Yuba,10,0,0,0,4/8/20
Yuba,13,0,3,0,4/9/20
Yuba,13,1,0,1,4/10/20
Yuba,13,1,0,0,4/11/20
Yuba,13,1,0,0,4/12/20
Yuba,13,1,0,0,4/13/20
Yuba,14,1,1,0,4/14/20
Yuba,15,1,1,0,4/15/20
Yuba,14,1,-1,0,4/16/20
Yuba,14,1,0,0,4/17/20
Yuba,14,1,0,0,4/18/20
Yuba,15,1,1,0,4/19/20
Yuba,15,1,0,0,4/20/20
Yuba,15,1,0,0,4/21/20
Yuba,15,1,0,0,4/22/20
Yuba,15,1,0,0,4/23/20
Yuba,15,1,0,0,4/24/20
Yuba,15,1,0,0,4/25/20
Yuba,15,1,0,0,4/26/20
Yuba,15,1,0,0,4/27/20
Yuba,15,1,0,0,4/28/20
Yuba,15,1,0,0,4/29/20
Yuba,15,1,0,0,4/30/20
Yuba,16,1,1,0,5/1/20
Yuba,16,1,0,0,5/2/20
Yuba,16,1,0,0,5/3/20
Yuba,16,1,0,0,5/4/20
Yuba,15,1,-1,0,5/5/20
Yuba,15,1,0,0,5/6/20
Yuba,16,1,1,0,5/7/20
Yuba,16,1,0,0,5/8/20
Yuba,17,1,1,0,5/9/20
Yuba,17,1,0,0,5/10/20
Yuba,18,1,1,0,5/11/20
Yuba,19,1,1,0,5/12/20
Yuba,19,1,0,0,5/13/20
Yuba,21,1,2,0,5/14/20
Yuba,21,1,0,0,5/15/20
Yuba,21,1,0,0,5/16/20
Yuba,21,1,0,0,5/17/20
Yuba,23,1,2,0,5/18/20
Yuba,23,1,0,0,5/19/20
Yuba,23,1,0,0,5/20/20
Yuba,24,1,1,0,5/21/20
Yuba,24,1,0,0,5/22/20
Yuba,24,1,0,0,5/23/20
Yuba,24,1,0,0,5/24/20
Yuba,24,1,0,0,5/25/20
Yuba,24,1,0,0,5/26/20
Yuba,24,1,0,0,5/27/20
Yuba,24,1,0,0,5/28/20
Yuba,25,1,1,0,5/29/20
Yuba,25,1,0,0,5/30/20
Yuba,26,1,1,0,5/31/20
Yuba,26,1,0,0,6/1/20
Yuba,27,1,1,0,6/2/20
Yuba,27,1,0,0,6/3/20
Yuba,27,1,0,0,6/4/20
Yuba,27,1,0,0,6/5/20
Yuba,27,1,0,0,6/6/20
Yuba,27,1,0,0,6/7/20
Yuba,27,1,0,0,6/8/20
Yuba,27,1,0,0,6/9/20
Yuba,27,1,0,0,6/10/20
Yuba,27,1,0,0,6/11/20
Yuba,27,1,0,0,6/12/20
Yuba,28,1,1,0,6/13/20
Yuba,28,1,0,0,6/14/20
Yuba,28,1,0,0,6/15/20
Yuba,29,4,1,3,6/16/20
Yuba,30,4,1,0,6/17/20
Yuba,32,4,2,0,6/18/20
Yuba,33,1,1,-3,6/19/20
Yuba,34,1,1,0,6/20/20
Yuba,35,1,1,0,6/21/20
Yuba,36,1,1,0,6/22/20
Yuba,35,1,-1,0,6/23/20
Yuba,37,1,2,0,6/24/20
Yuba,38,1,1,0,6/25/20
Yuba,38,1,0,0,6/26/20
Yuba,39,1,1,0,6/27/20
Yuba,39,1,0,0,6/28/20
San Francisco,65,0,65,0,3/18/20
San Francisco,80,0,15,0,3/19/20
San Francisco,87,0,7,0,3/20/20
San Francisco,106,0,19,0,3/21/20
San Francisco,134,0,28,0,3/22/20
San Francisco,152,0,18,0,3/23/20
San Francisco,181,1,29,1,3/24/20
San Francisco,213,2,32,1,3/25/20
San Francisco,261,1,48,-1,3/26/20
San Francisco,285,2,24,1,3/27/20
San Francisco,300,3,15,1,3/28/20
San Francisco,333,5,33,2,3/29/20
San Francisco,368,5,35,0,3/30/20
San Francisco,404,5,36,0,3/31/20
San Francisco,432,6,28,1,4/1/20
San Francisco,473,6,41,0,4/2/20
San Francisco,506,6,33,0,4/3/20
San Francisco,537,6,31,0,4/4/20
San Francisco,559,6,22,0,4/5/20
San Francisco,586,6,27,0,4/6/20
San Francisco,636,6,50,0,4/7/20
San Francisco,687,7,51,1,4/8/20
San Francisco,748,8,61,1,4/9/20
San Francisco,797,12,49,4,4/10/20
San Francisco,860,12,63,0,4/11/20
San Francisco,886,12,26,0,4/12/20
San Francisco,959,15,73,3,4/13/20
San Francisco,968,15,9,0,4/14/20
San Francisco,1006,17,38,2,4/15/20
San Francisco,1039,17,33,0,4/16/20
San Francisco,1090,20,51,3,4/17/20
San Francisco,1144,20,54,0,4/18/20
San Francisco,1153,20,9,0,4/19/20
San Francisco,1223,20,70,0,4/20/20
San Francisco,1232,20,9,0,4/21/20
San Francisco,1255,21,23,1,4/22/20
San Francisco,1312,21,57,0,4/23/20
San Francisco,1345,22,33,1,4/24/20
San Francisco,1341,22,-4,0,4/25/20
San Francisco,1403,23,62,1,4/26/20
San Francisco,1453,23,50,0,4/27/20
San Francisco,1471,23,18,0,4/28/20
San Francisco,1489,23,18,0,4/29/20
San Francisco,1518,26,29,3,4/30/20
San Francisco,1552,29,34,3,5/1/20
San Francisco,1632,29,80,0,5/2/20
San Francisco,1692,30,60,1,5/3/20
San Francisco,1760,31,68,1,5/4/20
San Francisco,1779,31,19,0,5/5/20
San Francisco,1804,31,25,0,5/6/20
San Francisco,1852,32,48,1,5/7/20
San Francisco,1890,33,38,1,5/8/20
San Francisco,1944,34,54,1,5/9/20
San Francisco,1953,34,9,0,5/10/20
San Francisco,1974,35,21,1,5/11/20
San Francisco,1981,35,7,0,5/12/20
San Francisco,2004,35,23,0,5/13/20
San Francisco,2029,35,25,0,5/14/20
San Francisco,2062,36,33,1,5/15/20
San Francisco,2094,36,32,0,5/16/20
San Francisco,2132,36,38,0,5/17/20
San Francisco,2183,36,51,0,5/18/20
San Francisco,2186,36,3,0,5/19/20
San Francisco,2199,37,13,1,5/20/20
San Francisco,2248,37,49,0,5/21/20
San Francisco,2251,40,3,3,5/22/20
San Francisco,2312,40,61,0,5/23/20
San Francisco,2318,40,6,0,5/24/20
San Francisco,2358,40,40,0,5/25/20
San Francisco,2363,40,5,0,5/26/20
San Francisco,2394,40,31,0,5/27/20
San Francisco,2417,40,23,0,5/28/20
San Francisco,2453,41,36,1,5/29/20
San Francisco,2496,41,43,0,5/30/20
San Francisco,2501,42,5,1,5/31/20
San Francisco,2546,43,45,1,6/1/20
San Francisco,2554,43,8,0,6/2/20
San Francisco,2608,43,54,0,6/3/20
San Francisco,2636,43,28,0,6/4/20
San Francisco,2675,43,39,0,6/5/20
San Francisco,2674,43,-1,0,6/6/20
San Francisco,2674,43,0,0,6/7/20
San Francisco,2715,43,41,0,6/8/20
San Francisco,2749,44,34,1,6/9/20
San Francisco,2774,44,25,0,6/10/20
San Francisco,2766,44,-8,0,6/11/20
San Francisco,2823,44,57,0,6/12/20
San Francisco,2834,44,11,0,6/13/20
San Francisco,2834,45,0,1,6/14/20
San Francisco,2833,45,-1,0,6/15/20
San Francisco,2893,46,60,1,6/16/20
San Francisco,2906,47,13,1,6/17/20
San Francisco,2951,47,45,0,6/18/20
San Francisco,2968,47,17,0,6/19/20
San Francisco,2999,47,31,0,6/20/20
San Francisco,3000,47,1,0,6/21/20
San Francisco,3000,48,0,1,6/22/20
San Francisco,3177,48,177,0,6/23/20
San Francisco,3216,48,39,0,6/24/20
San Francisco,3252,48,36,0,6/25/20
San Francisco,3330,48,78,0,6/26/20
San Francisco,3374,49,44,1,6/27/20
San Francisco,3388,50,14,1,6/28/20
Orange,38,0,38,0,3/18/20
Orange,59,0,21,0,3/19/20
Orange,71,0,12,0,3/20/20
Orange,85,0,14,0,3/21/20
Orange,102,0,17,0,3/22/20
Orange,138,0,36,0,3/23/20
Orange,166,0,28,0,3/24/20
Orange,214,1,48,1,3/25/20
Orange,279,1,65,0,3/26/20
Orange,299,2,20,1,3/27/20
Orange,328,2,29,0,3/28/20
Orange,343,2,15,0,3/29/20
Orange,418,5,75,3,3/30/20
Orange,506,7,88,2,3/31/20
Orange,579,11,73,4,4/1/20
Orange,640,12,61,1,4/2/20
Orange,713,13,73,1,4/3/20
Orange,781,15,68,2,4/4/20
Orange,820,15,39,0,4/5/20
Orange,910,17,90,2,4/6/20
Orange,971,19,61,2,4/7/20
Orange,1034,19,63,0,4/8/20
Orange,1105,19,71,0,4/9/20
Orange,1167,17,62,-2,4/10/20
Orange,1267,21,100,4,4/11/20
Orange,1283,21,16,0,4/12/20
Orange,1313,21,30,0,4/13/20
Orange,1362,21,49,0,4/14/20
Orange,1377,22,15,1,4/15/20
Orange,1439,26,62,4,4/16/20
Orange,1496,28,57,2,4/17/20
Orange,1569,32,73,4,4/18/20
Orange,1591,32,22,0,4/19/20
Orange,1679,33,88,1,4/20/20
Orange,1717,33,38,0,4/21/20
Orange,1785,34,68,1,4/22/20
Orange,1841,36,56,2,4/23/20
Orange,1945,39,104,3,4/24/20
Orange,2047,39,102,0,4/25/20
Orange,2124,40,77,1,4/26/20
Orange,2198,42,74,2,4/27/20
Orange,2324,42,126,0,4/28/20
Orange,2421,44,97,2,4/29/20
Orange,2591,46,170,2,4/30/20
Orange,2660,51,69,5,5/1/20
Orange,2774,52,114,1,5/2/20
Orange,2859,55,85,3,5/3/20
Orange,2931,57,72,2,5/4/20
Orange,3041,61,110,4,5/5/20
Orange,3156,65,115,4,5/6/20
Orange,3283,66,127,1,5/7/20
Orange,3395,72,112,6,5/8/20
Orange,3506,75,111,3,5/9/20
Orange,3627,76,121,1,5/10/20
Orange,3699,78,72,2,5/11/20
Orange,3843,78,144,0,5/12/20
Orange,4025,80,182,2,5/13/20
Orange,4163,80,138,0,5/14/20
Orange,4281,84,118,4,5/15/20
Orange,4396,87,115,3,5/16/20
Orange,4466,88,70,1,5/17/20
Orange,4558,88,92,0,5/18/20
Orange,4746,88,188,0,5/19/20
Orange,4866,98,120,10,5/20/20
Orange,4975,112,109,14,5/21/20
Orange,5144,118,169,6,5/22/20
Orange,5313,130,169,12,5/23/20
Orange,5439,131,126,1,5/24/20
Orange,5601,131,162,0,5/25/20
Orange,5651,131,50,0,5/26/20
Orange,5849,136,198,5,5/27/20
Orange,6045,142,196,6,5/28/20
Orange,6176,145,131,3,5/29/20
Orange,6354,146,178,1,5/30/20
Orange,6532,147,178,1,5/31/20
Orange,6640,147,108,0,6/1/20
Orange,6790,150,150,3,6/2/20
Orange,6939,158,149,8,6/3/20
Orange,7192,165,253,7,6/4/20
Orange,7391,174,199,9,6/5/20
Orange,7576,176,185,2,6/6/20
Orange,7643,177,67,1,6/7/20
Orange,7786,177,143,0,6/8/20
Orange,7991,185,205,8,6/9/20
Orange,8222,198,231,13,6/10/20
Orange,8304,202,82,4,6/11/20
Orange,8440,210,136,8,6/12/20
Orange,8581,217,141,7,6/13/20
Orange,8744,221,163,4,6/14/20
Orange,8944,221,200,0,6/15/20
Orange,9163,233,219,12,6/16/20
Orange,9278,244,115,11,6/17/20
Orange,9597,250,319,6,6/18/20
Orange,9972,257,375,7,6/19/20
Orange,10284,267,312,10,6/20/20
Orange,10563,269,279,2,6/21/20
Orange,10711,275,148,6,6/22/20
Orange,11071,275,360,0,6/23/20
Orange,11804,299,733,24,6/24/20
Orange,12221,306,417,7,6/25/20
Orange,12659,323,438,17,6/26/20
Orange,12951,323,292,0,6/27/20
Orange,13213,326,262,3,6/28/20
Mono,0,0,0,0,3/18/20
Mono,0,0,0,0,3/19/20
Mono,0,0,0,0,3/20/20
Mono,1,0,1,0,3/21/20
Mono,1,0,0,0,3/22/20
Mono,1,0,0,0,3/23/20
Mono,1,0,0,0,3/24/20
Mono,4,0,3,0,3/25/20
Mono,5,0,1,0,3/26/20
Mono,6,0,1,0,3/27/20
Mono,6,0,0,0,3/28/20
Mono,8,0,2,0,3/29/20
Mono,11,0,3,0,3/30/20
Mono,12,0,1,0,3/31/20
Mono,12,1,0,1,4/1/20
Mono,16,1,4,0,4/2/20
Mono,18,1,2,0,4/3/20
Mono,18,1,0,0,4/4/20
Mono,18,1,0,0,4/5/20
Mono,18,1,0,0,4/6/20
Mono,18,1,0,0,4/7/20
Mono,19,1,1,0,4/8/20
Mono,19,1,0,0,4/9/20
Mono,20,1,1,0,4/10/20
Mono,20,1,0,0,4/11/20
Mono,20,1,0,0,4/12/20
Mono,21,1,1,0,4/13/20
Mono,22,1,1,0,4/14/20
Mono,22,1,0,0,4/15/20
Mono,22,1,0,0,4/16/20
Mono,22,1,0,0,4/17/20
Mono,22,1,0,0,4/18/20
Mono,23,1,1,0,4/19/20
Mono,23,1,0,0,4/20/20
Mono,23,1,0,0,4/21/20
Mono,23,1,0,0,4/22/20
Mono,23,1,0,0,4/23/20
Mono,23,1,0,0,4/24/20
Mono,23,1,0,0,4/25/20
Mono,23,1,0,0,4/26/20
Mono,23,1,0,0,4/27/20
Mono,25,1,2,0,4/28/20
Mono,25,1,0,0,4/29/20
Mono,25,1,0,0,4/30/20
Mono,25,1,0,0,5/1/20
Mono,25,1,0,0,5/2/20
Mono,25,1,0,0,5/3/20
Mono,25,1,0,0,5/4/20
Mono,25,1,0,0,5/5/20
Mono,26,1,1,0,5/6/20
Mono,26,1,0,0,5/7/20
Mono,27,1,1,0,5/8/20
Mono,27,1,0,0,5/9/20
Mono,27,1,0,0,5/10/20
Mono,30,1,3,0,5/11/20
Mono,31,1,1,0,5/12/20
Mono,31,1,0,0,5/13/20
Mono,31,1,0,0,5/14/20
Mono,31,1,0,0,5/15/20
Mono,32,1,1,0,5/16/20
Mono,32,1,0,0,5/17/20
Mono,33,1,1,0,5/18/20
Mono,33,1,0,0,5/19/20
Mono,33,1,0,0,5/20/20
Mono,33,1,0,0,5/21/20
Mono,34,1,1,0,5/22/20
Mono,34,1,0,0,5/23/20
Mono,34,1,0,0,5/24/20
Mono,34,1,0,0,5/25/20
Mono,34,1,0,0,5/26/20
Mono,34,1,0,0,5/27/20
Mono,34,1,0,0,5/28/20
Mono,34,1,0,0,5/29/20
Mono,34,1,0,0,5/30/20
Mono,34,1,0,0,5/31/20
Mono,35,1,1,0,6/1/20
Mono,35,1,0,0,6/2/20
Mono,35,1,0,0,6/3/20
Mono,35,1,0,0,6/4/20
Mono,35,1,0,0,6/5/20
Mono,35,1,0,0,6/6/20
Mono,35,1,0,0,6/7/20
Mono,35,1,0,0,6/8/20
Mono,35,1,0,0,6/9/20
Mono,35,1,0,0,6/10/20
Mono,35,1,0,0,6/11/20
Mono,35,1,0,0,6/12/20
Mono,35,1,0,0,6/13/20
Mono,34,1,-1,0,6/14/20
Mono,34,1,0,0,6/15/20
Mono,34,1,0,0,6/16/20
Mono,34,1,0,0,6/17/20
Mono,34,1,0,0,6/18/20
Mono,34,1,0,0,6/19/20
Mono,34,1,0,0,6/20/20
Mono,34,1,0,0,6/21/20
Mono,34,1,0,0,6/22/20
Mono,35,1,1,0,6/23/20
Mono,35,1,0,0,6/24/20
Mono,35,1,0,0,6/25/20
Mono,35,1,0,0,6/26/20
Mono,35,1,0,0,6/27/20
Mono,35,1,0,0,6/28/20
Calaveras,2,0,2,0,3/18/20
Calaveras,2,0,0,0,3/19/20
Calaveras,2,0,0,0,3/20/20
Calaveras,2,0,0,0,3/21/20
Calaveras,2,0,0,0,3/22/20
Calaveras,2,0,0,0,3/23/20
Calaveras,2,0,0,0,3/24/20
Calaveras,2,0,0,0,3/25/20
Calaveras,2,0,0,0,3/26/20
Calaveras,2,0,0,0,3/27/20
Calaveras,2,0,0,0,3/28/20
Calaveras,2,0,0,0,3/29/20
Calaveras,3,0,1,0,3/30/20
Calaveras,3,0,0,0,3/31/20
Calaveras,3,0,0,0,4/1/20
Calaveras,3,0,0,0,4/2/20
Calaveras,3,0,0,0,4/3/20
Calaveras,3,0,0,0,4/4/20
Calaveras,3,0,0,0,4/5/20
Calaveras,4,0,1,0,4/6/20
Calaveras,5,0,1,0,4/7/20
Calaveras,5,0,0,0,4/8/20
Calaveras,5,0,0,0,4/9/20
Calaveras,5,0,0,0,4/10/20
Calaveras,5,0,0,0,4/11/20
Calaveras,5,0,0,0,4/12/20
Calaveras,5,0,0,0,4/13/20
Calaveras,5,0,0,0,4/14/20
Calaveras,9,0,4,0,4/15/20
Calaveras,10,0,1,0,4/16/20
Calaveras,11,0,1,0,4/17/20
Calaveras,12,0,1,0,4/18/20
Calaveras,12,0,0,0,4/19/20
Calaveras,12,0,0,0,4/20/20
Calaveras,12,0,0,0,4/21/20
Calaveras,12,0,0,0,4/22/20
Calaveras,12,0,0,0,4/23/20
Calaveras,12,0,0,0,4/24/20
Calaveras,12,0,0,0,4/25/20
Calaveras,13,0,1,0,4/26/20
Calaveras,13,0,0,0,4/27/20
Calaveras,13,0,0,0,4/28/20
Calaveras,13,0,0,0,4/29/20
Calaveras,13,0,0,0,4/30/20
Calaveras,13,0,0,0,5/1/20
Calaveras,13,0,0,0,5/2/20
Calaveras,13,0,0,0,5/3/20
Calaveras,13,0,0,0,5/4/20
Calaveras,13,0,0,0,5/5/20
Calaveras,13,0,0,0,5/6/20
Calaveras,13,0,0,0,5/7/20
Calaveras,13,0,0,0,5/8/20
Calaveras,13,0,0,0,5/9/20
Calaveras,13,0,0,0,5/10/20
Calaveras,13,0,0,0,5/11/20
