county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
San Francisco,08/08/20,77.0,11.0,88.0,1800.0,29.0,2.0,63.0
Nevada,08/09/20,3.0,0.0,3.0,89.0,0.0,0.0,4.0
Kings,08/09/20,59.0,0.0,59.0,193.0,5.0,0.0,12.0
Fresno,08/09/20,286.0,29.0,315.0,1547.0,53.0,0.0,13.0
Solano,08/09/20,42.0,15.0,57.0,546.0,19.0,2.0,4.0
Inyo,08/09/20,1.0,1.0,2.0,29.0,0.0,0.0,4.0
Orange,08/09/20,468.0,53.0,521.0,5631.0,152.0,10.0,255.0
Shasta,08/09/20,4.0,0.0,4.0,427.0,1.0,0.0,5.0
Marin,08/09/20,16.0,1.0,17.0,321.0,5.0,0.0,10.0
San Francisco,08/09/20,82.0,16.0,98.0,1740.0,31.0,2.0,70.0
Amador,08/09/20,8.0,1.0,9.0,51.0,3.0,0.0,2.0
El Dorado,08/09/20,3.0,0.0,3.0,189.0,2.0,0.0,8.0
Imperial,08/09/20,44.0,4.0,48.0,261.0,14.0,1.0,7.0
Monterey,08/09/20,45.0,4.0,49.0,710.0,18.0,0.0,16.0
Yuba,08/09/20,27.0,1.0,28.0,265.0,7.0,0.0,9.0
San Bernardino,08/09/20,486.0,67.0,553.0,3742.0,152.0,6.0,155.0
Glenn,08/09/20,0.0,2.0,2.0,47.0,0.0,0.0,0.0
Siskiyou,08/09/20,0.0,1.0,1.0,56.0,0.0,1.0,5.0
Merced,08/09/20,52.0,0.0,52.0,253.0,13.0,0.0,7.0
Colusa,08/09/20,6.0,1.0,7.0,48.0,0.0,0.0,0.0
Santa Cruz,08/09/20,13.0,10.0,23.0,276.0,4.0,2.0,12.0
Stanislaus,08/09/20,191.0,35.0,226.0,1244.0,49.0,2.0,21.0
Los Angeles,08/09/20,1524.0,468.0,1992.0,19199.0,490.0,59.0,819.0
Tehama,08/09/20,2.0,0.0,2.0,59.0,2.0,0.0,2.0
Tuolumne,08/09/20,0.0,0.0,0.0,84.0,0.0,0.0,0.0
Alameda,08/09/20,169.0,45.0,214.0,2340.0,55.0,2.0,92.0
Del Norte,08/09/20,1.0,0.0,1.0,51.0,1.0,0.0,0.0
Lake,08/09/20,0.0,2.0,2.0,65.0,0.0,1.0,2.0
Mariposa,08/09/20,1.0,0.0,1.0,19.0,0.0,0.0,0.0
Mono,08/09/20,1.0,0.0,1.0,17.0,0.0,0.0,2.0
Lassen,08/09/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Madera,08/09/20,46.0,8.0,54.0,274.0,8.0,3.0,7.0
Placer,08/09/20,65.0,25.0,90.0,727.0,13.0,3.0,27.0
Tulare,08/09/20,86.0,3.0,89.0,714.0,11.0,0.0,19.0
Modoc,08/09/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
San Mateo,08/09/20,39.0,17.0,56.0,682.0,12.0,2.0,29.0
Trinity,08/09/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Joaquin,08/09/20,176.0,12.0,188.0,1017.0,65.0,2.0,15.0
San Luis Obispo,08/09/20,17.0,4.0,21.0,451.0,6.0,0.0,20.0
Calaveras,08/09/20,2.0,2.0,4.0,33.0,2.0,1.0,5.0
Santa Barbara,08/09/20,77.0,5.0,82.0,666.0,31.0,0.0,41.0
San Benito,08/09/20,4.0,0.0,4.0,25.0,1.0,0.0,3.0
Yolo,08/09/20,9.0,0.0,9.0,96.0,4.0,0.0,4.0
Humboldt,08/09/20,1.0,6.0,7.0,256.0,0.0,3.0,5.0
Riverside,08/09/20,359.0,95.0,454.0,3300.0,112.0,10.0,123.0
Butte,08/09/20,20.0,1.0,21.0,451.0,7.0,1.0,11.0
Sutter,08/09/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kern,08/09/20,212.0,17.0,229.0,1282.0,72.0,0.0,37.0
Sonoma,08/09/20,36.0,8.0,44.0,552.0,10.0,2.0,8.0
San Diego,08/09/20,265.0,59.0,324.0,6135.0,92.0,12.0,346.0
Santa Clara,08/09/20,184.0,27.0,211.0,3042.0,57.0,4.0,116.0
Napa,08/09/20,8.0,2.0,10.0,359.0,5.0,0.0,19.0
Mendocino,08/09/20,14.0,0.0,14.0,150.0,1.0,0.0,6.0
Sacramento,08/09/20,261.0,65.0,326.0,2443.0,82.0,11.0,104.0
Plumas,08/09/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Ventura,08/09/20,77.0,25.0,102.0,1318.0,21.0,6.0,47.0
Contra Costa,08/09/20,104.0,37.0,141.0,1429.0,39.0,4.0,46.0
Inyo,08/10/20,2.0,2.0,4.0,29.0,0.0,0.0,3.0
Monterey,08/10/20,44.0,5.0,49.0,710.0,18.0,0.0,18.0
San Bernardino,08/10/20,468.0,81.0,549.0,3769.0,152.0,8.0,149.0
Nevada,08/10/20,4.0,1.0,5.0,89.0,1.0,0.0,5.0
Modoc,08/10/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Glenn,08/10/20,0.0,2.0,2.0,47.0,0.0,0.0,0.0
Butte,08/10/20,19.0,0.0,19.0,451.0,8.0,0.0,4.0
Fresno,08/10/20,273.0,37.0,310.0,1555.0,58.0,1.0,10.0
Alameda,08/10/20,166.0,38.0,204.0,2330.0,56.0,2.0,90.0
Tulare,08/10/20,98.0,7.0,105.0,714.0,11.0,1.0,17.0
Kern,08/10/20,202.0,24.0,226.0,1280.0,71.0,2.0,35.0
Solano,08/10/20,38.0,15.0,53.0,528.0,18.0,2.0,5.0
Merced,08/10/20,50.0,1.0,51.0,253.0,15.0,0.0,3.0
Los Angeles,08/10/20,1538.0,446.0,1984.0,19164.0,493.0,58.0,850.0
Sutter,08/10/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kings,08/10/20,58.0,0.0,58.0,193.0,4.0,0.0,13.0
Humboldt,08/10/20,2.0,6.0,8.0,263.0,0.0,2.0,4.0
San Luis Obispo,08/10/20,19.0,3.0,22.0,451.0,4.0,0.0,21.0
Ventura,08/10/20,79.0,33.0,112.0,1302.0,23.0,4.0,45.0
Santa Cruz,08/10/20,14.0,7.0,21.0,276.0,5.0,1.0,12.0
San Benito,08/10/20,6.0,0.0,6.0,25.0,1.0,0.0,3.0
Imperial,08/10/20,39.0,0.0,39.0,261.0,13.0,1.0,7.0
Mono,08/10/20,1.0,0.0,1.0,17.0,1.0,0.0,1.0
Riverside,08/10/20,358.0,92.0,450.0,3318.0,112.0,8.0,110.0
Sonoma,08/10/20,35.0,8.0,43.0,493.0,10.0,3.0,3.0
Mendocino,08/10/20,15.0,0.0,15.0,150.0,2.0,0.0,8.0
Lake,08/10/20,0.0,2.0,2.0,65.0,0.0,0.0,6.0
Napa,08/10/20,8.0,2.0,10.0,359.0,5.0,0.0,18.0
Amador,08/10/20,7.0,1.0,8.0,51.0,2.0,0.0,2.0
Marin,08/10/20,18.0,2.0,20.0,319.0,3.0,1.0,10.0
Contra Costa,08/10/20,99.0,30.0,129.0,1427.0,36.0,4.0,50.0
San Mateo,08/10/20,41.0,19.0,60.0,671.0,10.0,2.0,30.0
Plumas,08/10/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Lassen,08/10/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Shasta,08/10/20,3.0,0.0,3.0,427.0,1.0,0.0,9.0
Siskiyou,08/10/20,0.0,1.0,1.0,56.0,0.0,0.0,6.0
Tehama,08/10/20,2.0,0.0,2.0,59.0,2.0,0.0,1.0
Trinity,08/10/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Colusa,08/10/20,5.0,2.0,7.0,48.0,0.0,0.0,0.0
Yuba,08/10/20,24.0,1.0,25.0,265.0,7.0,0.0,8.0
San Diego,08/10/20,262.0,62.0,324.0,6132.0,95.0,18.0,345.0
Sacramento,08/10/20,265.0,48.0,313.0,2466.0,81.0,8.0,93.0
Santa Clara,08/10/20,187.0,18.0,205.0,3034.0,56.0,2.0,118.0
San Joaquin,08/10/20,171.0,7.0,178.0,1013.0,62.0,1.0,19.0
Stanislaus,08/10/20,205.0,65.0,270.0,1249.0,55.0,5.0,19.0
Yolo,08/10/20,8.0,0.0,8.0,96.0,5.0,0.0,4.0
Tuolumne,08/10/20,1.0,0.0,1.0,84.0,0.0,0.0,0.0
San Francisco,08/10/20,84.0,12.0,96.0,1747.0,28.0,4.0,76.0
Mariposa,08/10/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Placer,08/10/20,65.0,34.0,99.0,736.0,13.0,4.0,29.0
El Dorado,08/10/20,4.0,0.0,4.0,189.0,4.0,0.0,6.0
Calaveras,08/10/20,3.0,1.0,4.0,33.0,2.0,1.0,5.0
Madera,08/10/20,38.0,15.0,53.0,274.0,9.0,3.0,5.0
Santa Barbara,08/10/20,79.0,8.0,87.0,666.0,31.0,1.0,46.0
Orange,08/10/20,441.0,71.0,512.0,5632.0,141.0,13.0,272.0
Del Norte,08/10/20,1.0,1.0,2.0,51.0,1.0,0.0,2.0
Tuolumne,08/11/20,1.0,0.0,1.0,84.0,0.0,0.0,1.0
Kings,08/11/20,59.0,0.0,59.0,193.0,5.0,0.0,12.0
Humboldt,08/11/20,2.0,3.0,5.0,268.0,0.0,0.0,3.0
Los Angeles,08/11/20,1481.0,470.0,1951.0,19342.0,481.0,66.0,871.0
San Bernardino,08/11/20,472.0,56.0,528.0,3903.0,162.0,11.0,139.0
Modoc,08/11/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
San Francisco,08/11/20,88.0,14.0,102.0,1745.0,31.0,6.0,63.0
Orange,08/11/20,440.0,66.0,506.0,5709.0,141.0,11.0,230.0
Stanislaus,08/11/20,197.0,65.0,262.0,1249.0,51.0,4.0,15.0
Tehama,08/11/20,2.0,2.0,4.0,59.0,0.0,2.0,2.0
Calaveras,08/11/20,3.0,0.0,3.0,33.0,2.0,0.0,5.0
Alameda,08/11/20,170.0,53.0,223.0,2362.0,59.0,7.0,90.0
Sonoma,08/11/20,43.0,10.0,53.0,503.0,12.0,0.0,4.0
San Diego,08/11/20,263.0,73.0,336.0,6146.0,99.0,20.0,325.0
Santa Clara,08/11/20,170.0,25.0,195.0,3051.0,49.0,3.0,115.0
Ventura,08/11/20,79.0,34.0,113.0,1309.0,25.0,4.0,46.0
Sacramento,08/11/20,260.0,31.0,291.0,2495.0,83.0,4.0,94.0
San Mateo,08/11/20,47.0,14.0,61.0,685.0,11.0,1.0,27.0
Colusa,08/11/20,5.0,2.0,7.0,48.0,0.0,0.0,0.0
Riverside,08/11/20,335.0,101.0,436.0,3358.0,106.0,14.0,114.0
San Luis Obispo,08/11/20,17.0,4.0,21.0,451.0,4.0,0.0,21.0
Mariposa,08/11/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Tulare,08/11/20,86.0,8.0,94.0,714.0,11.0,1.0,11.0
Inyo,08/11/20,1.0,2.0,3.0,29.0,0.0,0.0,3.0
Madera,08/11/20,44.0,11.0,55.0,274.0,8.0,1.0,7.0
Santa Barbara,08/11/20,75.0,14.0,89.0,666.0,26.0,5.0,40.0
Solano,08/11/20,41.0,11.0,52.0,552.0,16.0,2.0,5.0
Butte,08/11/20,18.0,0.0,18.0,451.0,10.0,0.0,5.0
Amador,08/11/20,7.0,2.0,9.0,51.0,2.0,0.0,1.0
Yolo,08/11/20,9.0,0.0,9.0,96.0,3.0,0.0,5.0
Merced,08/11/20,44.0,1.0,45.0,254.0,14.0,0.0,5.0
Del Norte,08/11/20,2.0,1.0,3.0,52.0,1.0,0.0,1.0
El Dorado,08/11/20,2.0,0.0,2.0,189.0,2.0,0.0,6.0
Siskiyou,08/11/20,0.0,0.0,0.0,56.0,0.0,0.0,5.0
Plumas,08/11/20,0.0,1.0,1.0,35.0,0.0,0.0,0.0
Placer,08/11/20,67.0,24.0,91.0,741.0,14.0,3.0,31.0
Yuba,08/11/20,26.0,0.0,26.0,265.0,6.0,0.0,7.0
Glenn,08/11/20,0.0,2.0,2.0,47.0,0.0,0.0,0.0
Mendocino,08/11/20,14.0,0.0,14.0,150.0,3.0,0.0,6.0
Lassen,08/11/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Trinity,08/11/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Napa,08/11/20,8.0,0.0,8.0,359.0,4.0,0.0,19.0
Shasta,08/11/20,2.0,2.0,4.0,427.0,2.0,0.0,8.0
Sutter,08/11/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake,08/11/20,0.0,2.0,2.0,65.0,0.0,0.0,6.0
Fresno,08/11/20,273.0,31.0,304.0,1551.0,56.0,1.0,8.0
Santa Cruz,08/11/20,13.0,8.0,21.0,277.0,5.0,0.0,11.0
Nevada,08/11/20,2.0,2.0,4.0,90.0,0.0,1.0,7.0
Mono,08/11/20,1.0,0.0,1.0,17.0,1.0,0.0,1.0
Kern,08/11/20,204.0,11.0,215.0,1282.0,73.0,1.0,29.0
Marin,08/11/20,14.0,0.0,14.0,321.0,4.0,0.0,11.0
San Benito,08/11/20,5.0,0.0,5.0,25.0,1.0,0.0,1.0
Imperial,08/11/20,36.0,1.0,37.0,261.0,12.0,0.0,14.0
San Joaquin,08/11/20,165.0,16.0,181.0,1012.0,54.0,2.0,26.0
Monterey,08/11/20,54.0,5.0,59.0,710.0,16.0,1.0,19.0
Contra Costa,08/11/20,95.0,27.0,122.0,1449.0,34.0,3.0,47.0
Imperial,08/12/20,41.0,0.0,41.0,259.0,15.0,0.0,10.0
Marin,08/12/20,11.0,4.0,15.0,321.0,4.0,0.0,8.0
El Dorado,08/12/20,2.0,0.0,2.0,189.0,2.0,0.0,8.0
Solano,08/12/20,37.0,9.0,46.0,555.0,15.0,1.0,4.0
Inyo,08/12/20,1.0,2.0,3.0,29.0,1.0,0.0,3.0
Mono,08/12/20,1.0,0.0,1.0,17.0,1.0,0.0,1.0
San Bernardino,08/12/20,468.0,81.0,549.0,3962.0,159.0,12.0,137.0
Siskiyou,08/12/20,0.0,1.0,1.0,56.0,0.0,0.0,3.0
Modoc,08/12/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Shasta,08/12/20,4.0,0.0,4.0,438.0,2.0,0.0,3.0
Lassen,08/12/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Mateo,08/12/20,49.0,14.0,63.0,684.0,11.0,1.0,25.0
Contra Costa,08/12/20,100.0,28.0,128.0,1452.0,36.0,7.0,41.0
Sacramento,08/12/20,253.0,38.0,291.0,2481.0,85.0,6.0,81.0
Tulare,08/12/20,84.0,6.0,90.0,714.0,8.0,1.0,11.0
San Joaquin,08/12/20,155.0,17.0,172.0,1015.0,50.0,2.0,27.0
Del Norte,08/12/20,2.0,0.0,2.0,51.0,2.0,0.0,0.0
Napa,08/12/20,6.0,0.0,6.0,351.0,3.0,0.0,24.0
Humboldt,08/12/20,3.0,2.0,5.0,266.0,1.0,1.0,4.0
Lake,08/12/20,0.0,1.0,1.0,65.0,0.0,0.0,2.0
Mendocino,08/12/20,16.0,0.0,16.0,150.0,4.0,0.0,4.0
Sonoma,08/12/20,38.0,10.0,48.0,519.0,11.0,2.0,8.0
San Benito,08/12/20,6.0,0.0,6.0,25.0,2.0,0.0,0.0
Santa Cruz,08/12/20,12.0,12.0,24.0,276.0,3.0,1.0,11.0
Santa Clara,08/12/20,167.0,25.0,192.0,3079.0,50.0,1.0,109.0
Santa Barbara,08/12/20,73.0,6.0,79.0,666.0,26.0,1.0,42.0
Ventura,08/12/20,76.0,29.0,105.0,1319.0,26.0,6.0,40.0
Yolo,08/12/20,8.0,0.0,8.0,96.0,6.0,0.0,4.0
Amador,08/12/20,5.0,0.0,5.0,51.0,2.0,0.0,2.0
Placer,08/12/20,62.0,34.0,96.0,739.0,14.0,3.0,28.0
Kings,08/12/20,51.0,0.0,51.0,193.0,6.0,0.0,9.0
Sutter,08/12/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riverside,08/12/20,307.0,84.0,391.0,3370.0,94.0,12.0,117.0
Nevada,08/12/20,6.0,1.0,7.0,116.0,3.0,0.0,7.0
Yuba,08/12/20,26.0,1.0,27.0,265.0,6.0,0.0,8.0
Colusa,08/12/20,5.0,2.0,7.0,48.0,0.0,0.0,0.0
Trinity,08/12/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Tehama,08/12/20,2.0,0.0,2.0,59.0,2.0,0.0,1.0
Glenn,08/12/20,0.0,2.0,2.0,47.0,0.0,0.0,0.0
Plumas,08/12/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Butte,08/12/20,18.0,0.0,18.0,451.0,11.0,0.0,2.0
San Francisco,08/12/20,92.0,21.0,113.0,1804.0,31.0,4.0,53.0
Kern,08/12/20,187.0,15.0,202.0,1286.0,75.0,2.0,31.0
San Diego,08/12/20,244.0,76.0,320.0,6163.0,98.0,18.0,298.0
Alameda,08/12/20,172.0,46.0,218.0,2371.0,57.0,3.0,77.0
Monterey,08/12/20,46.0,4.0,50.0,710.0,16.0,1.0,19.0
Los Angeles,08/12/20,1415.0,472.0,1887.0,19364.0,460.0,56.0,842.0
Orange,08/12/20,438.0,42.0,480.0,5738.0,143.0,6.0,211.0
San Luis Obispo,08/12/20,17.0,6.0,23.0,451.0,5.0,0.0,18.0
Madera,08/12/20,37.0,9.0,46.0,274.0,6.0,0.0,7.0
Merced,08/12/20,43.0,1.0,44.0,253.0,12.0,1.0,5.0
Mariposa,08/12/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Fresno,08/12/20,260.0,39.0,299.0,1568.0,57.0,2.0,9.0
Tuolumne,08/12/20,2.0,0.0,2.0,84.0,0.0,0.0,4.0
Stanislaus,08/12/20,186.0,48.0,234.0,1250.0,50.0,4.0,19.0
Calaveras,08/12/20,2.0,0.0,2.0,33.0,1.0,0.0,6.0
San Luis Obispo,08/13/20,15.0,3.0,18.0,451.0,5.0,0.0,20.0
Santa Cruz,08/13/20,11.0,12.0,23.0,276.0,2.0,1.0,12.0
San Diego,08/13/20,244.0,65.0,309.0,6389.0,93.0,19.0,309.0
Los Angeles,08/13/20,1393.0,520.0,1913.0,19575.0,456.0,72.0,977.0
Sonoma,08/13/20,42.0,4.0,46.0,504.0,11.0,0.0,7.0
Solano,08/13/20,41.0,8.0,49.0,551.0,16.0,0.0,5.0
Humboldt,08/13/20,2.0,4.0,6.0,268.0,1.0,1.0,6.0
Napa,08/13/20,6.0,0.0,6.0,359.0,3.0,0.0,20.0
Del Norte,08/13/20,1.0,0.0,1.0,51.0,1.0,0.0,1.0
Tulare,08/13/20,86.0,4.0,90.0,682.0,8.0,1.0,13.0
Glenn,08/13/20,0.0,2.0,2.0,47.0,0.0,0.0,0.0
Lassen,08/13/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Shasta,08/13/20,6.0,0.0,6.0,438.0,1.0,0.0,2.0
Modoc,08/13/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Trinity,08/13/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Merced,08/13/20,44.0,1.0,45.0,253.0,13.0,0.0,4.0
Nevada,08/13/20,3.0,2.0,5.0,116.0,0.0,0.0,4.0
Riverside,08/13/20,314.0,89.0,403.0,4371.0,91.0,12.0,117.0
Sutter,08/13/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kings,08/13/20,49.0,2.0,51.0,193.0,6.0,0.0,10.0
Placer,08/13/20,53.0,23.0,76.0,736.0,13.0,2.0,28.0
San Benito,08/13/20,8.0,0.0,8.0,25.0,2.0,0.0,1.0
Mendocino,08/13/20,15.0,0.0,15.0,150.0,4.0,0.0,8.0
Madera,08/13/20,31.0,9.0,40.0,274.0,5.0,0.0,10.0
El Dorado,08/13/20,2.0,0.0,2.0,189.0,2.0,0.0,7.0
San Joaquin,08/13/20,145.0,14.0,159.0,1013.0,52.0,3.0,30.0
Calaveras,08/13/20,12.0,1.0,13.0,312.0,3.0,0.0,26.0
Yolo,08/13/20,5.0,0.0,5.0,96.0,4.0,0.0,5.0
Tuolumne,08/13/20,2.0,0.0,2.0,84.0,0.0,0.0,1.0
San Francisco,08/13/20,97.0,13.0,110.0,1777.0,33.0,1.0,59.0
Fresno,08/13/20,250.0,37.0,287.0,1583.0,54.0,2.0,9.0
Mariposa,08/13/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Amador,08/13/20,7.0,0.0,7.0,51.0,2.0,0.0,3.0
Ventura,08/13/20,75.0,30.0,105.0,1321.0,28.0,7.0,48.0
Santa Barbara,08/13/20,68.0,4.0,72.0,666.0,22.0,1.0,43.0
Orange,08/13/20,436.0,50.0,486.0,5713.0,152.0,11.0,225.0
Santa Clara,08/13/20,171.0,20.0,191.0,3135.0,57.0,2.0,98.0
Monterey,08/13/20,54.0,3.0,57.0,729.0,18.0,0.0,21.0
Imperial,08/13/20,35.0,0.0,35.0,259.0,13.0,0.0,14.0
Lake,08/13/20,0.0,0.0,0.0,65.0,0.0,0.0,3.0
Marin,08/13/20,9.0,1.0,10.0,326.0,4.0,1.0,9.0
Kern,08/13/20,172.0,16.0,188.0,1308.0,78.0,2.0,37.0
Alameda,08/13/20,165.0,40.0,205.0,2359.0,61.0,4.0,89.0
Contra Costa,08/13/20,97.0,15.0,112.0,1445.0,39.0,2.0,40.0
Stanislaus,08/13/20,197.0,65.0,262.0,1318.0,57.0,8.0,9.0
San Mateo,08/13/20,49.0,17.0,66.0,699.0,14.0,2.0,27.0
Butte,08/13/20,21.0,0.0,21.0,451.0,10.0,0.0,2.0
Sacramento,08/13/20,240.0,29.0,269.0,2556.0,87.0,5.0,97.0
Plumas,08/13/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Siskiyou,08/13/20,0.0,1.0,1.0,56.0,0.0,0.0,3.0
Tehama,08/13/20,0.0,0.0,0.0,59.0,0.0,0.0,5.0
Yuba,08/13/20,25.0,0.0,25.0,265.0,5.0,0.0,7.0
San Bernardino,08/13/20,481.0,70.0,551.0,3947.0,155.0,7.0,152.0
Mono,08/13/20,1.0,0.0,1.0,17.0,1.0,0.0,0.0
Inyo,08/13/20,4.0,1.0,5.0,29.0,2.0,0.0,2.0
Colusa,08/13/20,5.0,0.0,5.0,48.0,0.0,0.0,0.0
Sonoma,08/14/20,45.0,9.0,54.0,564.0,13.0,2.0,6.0
Ventura,08/14/20,78.0,22.0,100.0,1321.0,29.0,5.0,52.0
Lassen,08/14/20,0.0,1.0,1.0,25.0,0.0,0.0,0.0
Sacramento,08/14/20,249.0,31.0,280.0,2537.0,85.0,4.0,95.0
Los Angeles,08/14/20,1357.0,556.0,1913.0,19573.0,441.0,75.0,865.0
Humboldt,08/14/20,2.0,4.0,6.0,268.0,1.0,1.0,6.0
Kings,08/14/20,40.0,2.0,42.0,193.0,5.0,0.0,12.0
Sutter,08/14/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inyo,08/14/20,4.0,0.0,4.0,29.0,1.0,0.0,4.0
San Bernardino,08/14/20,475.0,61.0,536.0,3769.0,145.0,13.0,141.0
Yuba,08/14/20,27.0,1.0,28.0,265.0,5.0,0.0,8.0
Colusa,08/14/20,5.0,1.0,6.0,48.0,0.0,0.0,0.0
Trinity,08/14/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Siskiyou,08/14/20,0.0,1.0,1.0,56.0,0.0,0.0,4.0
Modoc,08/14/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Shasta,08/14/20,7.0,0.0,7.0,447.0,2.0,0.0,4.0
Amador,08/14/20,7.0,1.0,8.0,51.0,1.0,0.0,4.0
Glenn,08/14/20,0.0,2.0,2.0,47.0,0.0,0.0,0.0
Alameda,08/14/20,172.0,38.0,210.0,2358.0,61.0,7.0,92.0
Kern,08/14/20,172.0,14.0,186.0,1305.0,75.0,1.0,24.0
Marin,08/14/20,13.0,6.0,19.0,329.0,4.0,1.0,13.0
Napa,08/14/20,5.0,3.0,8.0,359.0,3.0,0.0,19.0
Mendocino,08/14/20,13.0,0.0,13.0,150.0,4.0,0.0,7.0
San Benito,08/14/20,9.0,0.0,9.0,25.0,2.0,0.0,1.0
Santa Cruz,08/14/20,9.0,12.0,21.0,276.0,2.0,0.0,10.0
Monterey,08/14/20,48.0,2.0,50.0,729.0,17.0,0.0,16.0
Santa Clara,08/14/20,164.0,16.0,180.0,3139.0,57.0,3.0,95.0
Merced,08/14/20,41.0,3.0,44.0,253.0,13.0,1.0,6.0
Tehama,08/14/20,1.0,0.0,1.0,59.0,1.0,0.0,2.0
Madera,08/14/20,30.0,17.0,47.0,274.0,6.0,3.0,5.0
Mono,08/14/20,1.0,0.0,1.0,17.0,1.0,0.0,0.0
Nevada,08/14/20,2.0,0.0,2.0,115.0,0.0,0.0,4.0
San Mateo,08/14/20,58.0,10.0,68.0,697.0,15.0,2.0,28.0
San Francisco,08/14/20,94.0,13.0,107.0,1820.0,34.0,1.0,62.0
Tulare,08/14/20,77.0,5.0,82.0,682.0,10.0,0.0,13.0
Del Norte,08/14/20,0.0,4.0,4.0,52.0,0.0,1.0,1.0
Lake,08/14/20,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Solano,08/14/20,49.0,6.0,55.0,564.0,18.0,1.0,5.0
Imperial,08/14/20,36.0,1.0,37.0,259.0,12.0,0.0,13.0
San Diego,08/14/20,227.0,73.0,300.0,6548.0,90.0,13.0,334.0
Orange,08/14/20,434.0,60.0,494.0,5616.0,138.0,12.0,221.0
Santa Barbara,08/14/20,63.0,4.0,67.0,666.0,21.0,1.0,46.0
San Luis Obispo,08/14/20,17.0,3.0,20.0,451.0,5.0,0.0,22.0
Riverside,08/14/20,315.0,95.0,410.0,3365.0,86.0,15.0,108.0
Mariposa,08/14/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Fresno,08/14/20,249.0,23.0,272.0,1595.0,55.0,2.0,11.0
Tuolumne,08/14/20,2.0,1.0,3.0,84.0,0.0,1.0,1.0
Plumas,08/14/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Butte,08/14/20,20.0,0.0,20.0,451.0,10.0,0.0,1.0
Contra Costa,08/14/20,93.0,23.0,116.0,1442.0,37.0,2.0,51.0
Yolo,08/14/20,4.0,0.0,4.0,96.0,2.0,0.0,4.0
Stanislaus,08/14/20,192.0,51.0,243.0,1308.0,55.0,8.0,13.0
Calaveras,08/14/20,3.0,1.0,4.0,33.0,2.0,0.0,5.0
San Joaquin,08/14/20,149.0,17.0,166.0,1012.0,54.0,4.0,25.0
El Dorado,08/14/20,1.0,0.0,1.0,189.0,1.0,0.0,10.0
Placer,08/14/20,53.0,22.0,75.0,740.0,12.0,2.0,28.0
San Mateo,08/15/20,57.0,17.0,74.0,677.0,15.0,0.0,30.0
Los Angeles,08/15/20,1341.0,573.0,1914.0,19553.0,442.0,85.0,837.0
Fresno,08/15/20,245.0,30.0,275.0,1549.0,54.0,5.0,16.0
Plumas,08/15/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Tehama,08/15/20,1.0,0.0,1.0,59.0,1.0,0.0,4.0
Tulare,08/15/20,68.0,3.0,71.0,667.0,10.0,0.0,7.0
Trinity,08/15/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Monterey,08/15/20,52.0,1.0,53.0,729.0,16.0,0.0,23.0
Alameda,08/15/20,181.0,48.0,229.0,2381.0,65.0,12.0,88.0
El Dorado,08/15/20,2.0,0.0,2.0,189.0,2.0,0.0,11.0
Solano,08/15/20,42.0,3.0,45.0,567.0,18.0,0.0,9.0
San Diego,08/15/20,221.0,52.0,273.0,6625.0,83.0,9.0,324.0
Siskiyou,08/15/20,0.0,0.0,0.0,56.0,0.0,0.0,0.0
